soil_type,growth_stage,water_balance_index,weather_risk_index,irrigation_system_type,rice_variety_code,is_weather_estimated,strategy,water_saving_percent,expected_yield_ton_per_ha,yield_baseline_ton_per_ha,ch4_reduction_percent,n2o_change_percent,net_gwp_reduction_percent
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,RAINFED,MEKONGGA,0,CONTINUOUS_FLOODING,-3.78,6.84,6.8,-2.33,-1.04,-0.55
LOAM,LAND_PREPARATION,SURPLUS,DROUGHT_HIGH,NONE,INPARI_42_AGRITAN_GSR,0,DELAYED_IRRIGATION,6.25,6.18,6.2,8.81,3.16,2.48
CLAY,LAND_PREPARATION,DEFICIT,NORMAL,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,-1.24,6.65,6.8,-0.36,-2.53,1.17
LOAM,LAND_PREPARATION,DEFICIT,DROUGHT_MODERATE,NONE,INPARI_32,0,DELAYED_IRRIGATION,3.31,6.41,6.5,8.5,2.9,2.47
SANDY,RIPENING,SURPLUS,DROUGHT_MODERATE,SEMI_TECHNICAL,IR64,0,AWD_MILD,21.67,5.45,5.5,37.11,8.22,13.13
CLAY,VEGETATIVE,NORMAL,EXCESS_HIGH,COMMUNAL_GRAVITY,INPARI_32,0,AWD_MILD,22.05,6.58,6.5,38.47,9.32,13.19
SILTY,VEGETATIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,12.67,6.39,6.5,16.83,1.89,6.93
SILTY,VEGETATIVE,NORMAL,DROUGHT_MODERATE,COMMUNAL_GRAVITY,INPARI_32,0,CONTINUOUS_FLOODING,-3.63,6.44,6.5,-1.43,-0.32,-0.5
SILTY,VEGETATIVE,SURPLUS,DROUGHT_MODERATE,COMMUNAL_GRAVITY,IR64,0,AWD_MILD,18.58,5.38,5.5,34.57,7.67,12.22
SANDY,VEGETATIVE,SURPLUS,DROUGHT_MODERATE,COMMUNAL_GRAVITY,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,10.17,6.69,6.8,17.68,2.33,7.09
CLAY,RIPENING,SURPLUS,NORMAL,COMMUNAL_GRAVITY,INPARI_42_AGRITAN_GSR,0,PARTIAL_IRRIGATION,16.49,5.87,6.2,19.49,5.56,6.24
SILTY,REPRODUCTIVE,NORMAL,DROUGHT_MODERATE,NONE,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,7.31,6.76,6.8,18.07,1.88,7.52
SANDY,RIPENING,DEFICIT,DROUGHT_MODERATE,COMMUNAL_GRAVITY,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,9.31,6.8,6.8,14.67,2.23,5.73
CLAY,REPRODUCTIVE,DEFICIT,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,8.73,6.22,6.2,13.1,1.96,5.13
SANDY,VEGETATIVE,SURPLUS,EXCESS_HIGH,COMMUNAL_GRAVITY,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,10.76,6.03,6.0,15.12,2.81,5.63
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_HIGH,NONE,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,10.59,6.68,6.8,16.09,2.86,6.06
SILTY,LAND_PREPARATION,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,10.34,5.94,6.2,16.28,1.6,6.82
SANDY,LAND_PREPARATION,SURPLUS,EXCESS_HIGH,NONE,IR64,0,CONTINUOUS_FLOODING_MODIFIED,8.14,5.47,5.5,14.16,2.05,5.58
LOAM,VEGETATIVE,NORMAL,EXCESS_HIGH,RAINFED,MEKONGGA,0,AWD_MILD,21.16,6.97,6.8,35.98,7.72,12.86
CLAY,RIPENING,DEFICIT,EXCESS_HIGH,NONE,IR64,0,CONTINUOUS_FLOODING_MODIFIED,12.3,5.51,5.5,13.79,3.04,4.89
LOAM,LAND_PREPARATION,SURPLUS,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.98,6.43,6.5,-0.24,0.2,-0.22
SANDY,REPRODUCTIVE,SURPLUS,DROUGHT_HIGH,NONE,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,9.89,6.23,6.2,12.65,1.87,4.97
CLAY,VEGETATIVE,SURPLUS,DROUGHT_HIGH,RAINFED,CIHERANG,0,AWD_MILD,20.19,5.93,6.0,37.81,6.73,14.25
LOAM,VEGETATIVE,DEFICIT,NORMAL,TECHNICAL,IR64,0,PARTIAL_IRRIGATION,16.5,5.43,5.5,18.42,4.81,6.13
SANDY,LAND_PREPARATION,DEFICIT,EXCESS_HIGH,COMMUNAL_GRAVITY,MEKONGGA,0,CONTINUOUS_FLOODING,1.79,6.91,6.8,-2.97,-0.38,-1.2
CLAY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,NONE,INPARI_32,0,CONTINUOUS_FLOODING,0.17,6.48,6.5,-1.44,0.48,-0.93
LOAM,RIPENING,DEFICIT,EXCESS_HIGH,RAINFED,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,8.27,5.93,6.0,11.78,2.78,4.08
SILTY,VEGETATIVE,SURPLUS,NORMAL,NONE,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,-2.51,6.11,6.2,-3.2,0.52,-1.78
LOAM,RIPENING,SURPLUS,DROUGHT_HIGH,NONE,INPARI_42_AGRITAN_GSR,0,AWD_MILD,22.86,6.18,6.2,34.8,7.58,12.38
CLAY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,SEMI_TECHNICAL,IR64,0,CONTINUOUS_FLOODING_MODIFIED,11.93,5.5,5.5,14.55,2.74,5.4
CLAY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,NONE,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.44,6.28,6.2,1.66,0.13,0.71
SILTY,RIPENING,DEFICIT,NORMAL,COMMUNAL_GRAVITY,IR64,0,CONTINUOUS_FLOODING_MODIFIED,8.99,5.56,5.5,13.8,2.93,4.95
SANDY,RIPENING,NORMAL,DROUGHT_HIGH,COMMUNAL_GRAVITY,CIHERANG,0,AWD_MILD,22.63,6.11,6.0,35.24,8.0,12.36
SANDY,RIPENING,DEFICIT,DROUGHT_HIGH,RAINFED,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,9.66,6.11,6.0,15.3,1.34,6.5
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,COMMUNAL_GRAVITY,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,-2.67,6.11,6.2,4.94,0.43,2.1
LOAM,RIPENING,NORMAL,DROUGHT_MODERATE,SEMI_TECHNICAL,CIHERANG,0,AWD_MILD,19.32,6.25,6.0,32.39,8.71,10.65
SANDY,RIPENING,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,12.37,6.92,6.8,13.58,2.44,5.1
SILTY,RIPENING,NORMAL,DROUGHT_HIGH,TECHNICAL,IR64,0,PARTIAL_IRRIGATION,17.36,5.46,5.5,19.93,3.22,7.68
SANDY,VEGETATIVE,SURPLUS,DROUGHT_MODERATE,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,9.17,6.24,6.5,19.03,3.05,7.35
LOAM,RIPENING,NORMAL,NORMAL,NONE,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,11.02,6.02,6.0,13.38,2.14,5.17
CLAY,REPRODUCTIVE,NORMAL,DROUGHT_HIGH,RAINFED,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.31,6.41,6.5,14.23,1.63,5.84
SILTY,REPRODUCTIVE,NORMAL,NORMAL,COMMUNAL_GRAVITY,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,12.39,6.54,6.5,15.99,1.43,6.77
LOAM,RIPENING,SURPLUS,EXCESS_HIGH,SEMI_TECHNICAL,CIHERANG,0,AWD_STRICT,34.73,5.74,6.0,47.85,13.32,15.49
CLAY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,SEMI_TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.64,6.12,6.2,-2.2,1.16,-1.65
SANDY,LAND_PREPARATION,SURPLUS,NORMAL,TECHNICAL,IR64,0,DELAYED_IRRIGATION,7.26,5.17,5.5,10.44,2.3,3.7
CLAY,REPRODUCTIVE,DEFICIT,NORMAL,NONE,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,-2.54,6.17,6.2,1.17,0.76,0.15
CLAY,RIPENING,SURPLUS,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,AWD_MILD,21.35,6.48,6.5,34.6,9.28,11.38
SILTY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,7.92,6.44,6.5,16.74,2.81,6.4
SILTY,REPRODUCTIVE,SURPLUS,DROUGHT_HIGH,SEMI_TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,10.09,6.12,6.0,16.32,2.06,6.6
SILTY,RIPENING,SURPLUS,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,PARTIAL_IRRIGATION,17.58,6.41,6.8,19.47,5.0,6.52
LOAM,LAND_PREPARATION,NORMAL,DROUGHT_MODERATE,NONE,CIHERANG,0,CONTINUOUS_FLOODING,0.3,6.11,6.0,0.46,0.16,0.13
SILTY,VEGETATIVE,DEFICIT,DROUGHT_HIGH,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,37.86,6.12,6.2,51.46,14.41,16.61
CLAY,RIPENING,NORMAL,DROUGHT_MODERATE,RAINFED,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,10.58,6.15,6.2,13.43,2.56,4.97
SILTY,VEGETATIVE,SURPLUS,DROUGHT_HIGH,RAINFED,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,9.46,6.52,6.5,14.73,1.49,6.15
LOAM,LAND_PREPARATION,SURPLUS,EXCESS_HIGH,RAINFED,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,11.07,6.56,6.5,13.49,0.41,6.14
SANDY,LAND_PREPARATION,NORMAL,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,1.56,6.24,6.2,-0.69,0.05,-0.35
LOAM,LAND_PREPARATION,SURPLUS,EXCESS_HIGH,COMMUNAL_GRAVITY,IR64,0,CONTINUOUS_FLOODING_MODIFIED,12.7,5.64,5.5,16.06,1.21,6.92
CLAY,LAND_PREPARATION,SURPLUS,NORMAL,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,9.24,6.84,6.8,15.38,2.46,5.94
SANDY,LAND_PREPARATION,DEFICIT,DROUGHT_HIGH,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,10.15,6.05,6.0,14.95,2.68,5.62
LOAM,VEGETATIVE,NORMAL,DROUGHT_MODERATE,NONE,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,9.84,6.12,6.2,15.25,1.55,6.36
SILTY,REPRODUCTIVE,NORMAL,DROUGHT_MODERATE,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.92,6.37,6.5,13.74,2.0,5.41
SILTY,LAND_PREPARATION,SURPLUS,NORMAL,NONE,MEKONGGA,0,CONTINUOUS_FLOODING,-0.09,6.64,6.8,-1.07,0.27,-0.65
CLAY,VEGETATIVE,NORMAL,EXCESS_HIGH,COMMUNAL_GRAVITY,IR64,0,CONTINUOUS_FLOODING,-0.88,5.46,5.5,-1.0,-0.86,-0.02
SILTY,VEGETATIVE,NORMAL,EXCESS_HIGH,TECHNICAL,INPARI_32,0,AWD_MILD,18.98,6.67,6.5,39.25,7.96,14.27
SANDY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,8.48,6.43,6.5,16.25,1.31,6.96
CLAY,LAND_PREPARATION,NORMAL,EXCESS_HIGH,RAINFED,IR64,0,CONTINUOUS_FLOODING_MODIFIED,8.86,5.56,5.5,13.37,2.6,4.92
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,RAINFED,IR64,0,CONTINUOUS_FLOODING,-1.7,5.29,5.5,0.51,1.02,-0.3
LOAM,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,12.33,6.49,6.5,16.69,1.13,7.26
LOAM,REPRODUCTIVE,SURPLUS,NORMAL,COMMUNAL_GRAVITY,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,9.33,5.9,6.0,13.11,0.76,5.77
LOAM,VEGETATIVE,NORMAL,NORMAL,SEMI_TECHNICAL,INPARI_32,0,PARTIAL_IRRIGATION,15.32,6.3,6.5,18.31,4.72,6.13
SANDY,RIPENING,SURPLUS,EXCESS_HIGH,NONE,IR64,0,AWD_MILD,22.23,5.69,5.5,33.16,7.57,11.61
SANDY,RIPENING,SURPLUS,NORMAL,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,8.68,6.79,6.8,17.57,3.02,6.68
SILTY,LAND_PREPARATION,SURPLUS,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,8.81,6.21,6.2,13.55,2.13,5.25
SANDY,LAND_PREPARATION,NORMAL,EXCESS_HIGH,COMMUNAL_GRAVITY,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,9.7,6.67,6.8,14.23,1.85,5.72
SANDY,VEGETATIVE,SURPLUS,NORMAL,COMMUNAL_GRAVITY,IR64,0,CONTINUOUS_FLOODING,1.16,5.63,5.5,0.33,-0.85,0.61
LOAM,VEGETATIVE,NORMAL,NORMAL,RAINFED,INPARI_42_AGRITAN_GSR,0,AWD_MILD,22.85,6.29,6.2,35.85,7.74,12.79
CLAY,LAND_PREPARATION,SURPLUS,EXCESS_HIGH,NONE,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,8.05,6.38,6.5,15.72,1.98,6.36
SILTY,REPRODUCTIVE,DEFICIT,EXCESS_HIGH,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,-3.56,6.91,6.8,-2.14,0.36,-1.2
LOAM,VEGETATIVE,NORMAL,DROUGHT_MODERATE,NONE,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,11.69,6.15,6.0,16.18,2.49,6.3
SANDY,LAND_PREPARATION,NORMAL,DROUGHT_MODERATE,NONE,MEKONGGA,0,CONTINUOUS_FLOODING,0.04,6.73,6.8,-0.05,-0.21,0.09
LOAM,REPRODUCTIVE,NORMAL,DROUGHT_MODERATE,COMMUNAL_GRAVITY,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,-0.97,6.09,6.2,-0.56,-0.45,-0.03
SANDY,REPRODUCTIVE,SURPLUS,NORMAL,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,10.16,6.04,6.0,16.16,1.3,6.92
CLAY,LAND_PREPARATION,SURPLUS,EXCESS_HIGH,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,8.38,6.7,6.5,15.06,1.75,6.17
LOAM,LAND_PREPARATION,SURPLUS,EXCESS_HIGH,COMMUNAL_GRAVITY,CIHERANG,0,CONTINUOUS_FLOODING,-0.01,5.96,6.0,4.92,-1.53,3.13
SANDY,VEGETATIVE,NORMAL,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,-1.21,5.61,5.5,-2.47,-0.02,-1.15
LOAM,LAND_PREPARATION,SURPLUS,NORMAL,SEMI_TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.9,6.0,6.0,1.58,0.34,0.56
SANDY,VEGETATIVE,DEFICIT,EXCESS_HIGH,TECHNICAL,CIHERANG,0,AWD_MILD,21.75,6.02,6.0,35.16,7.64,12.52
SILTY,LAND_PREPARATION,SURPLUS,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,DELAYED_IRRIGATION,9.07,6.74,6.8,8.94,4.44,1.86
SILTY,LAND_PREPARATION,SURPLUS,DROUGHT_HIGH,RAINFED,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,11.0,5.93,6.0,16.25,2.73,6.21
LOAM,RIPENING,DEFICIT,DROUGHT_HIGH,NONE,IR64,0,AWD_STRICT,33.33,5.39,5.5,48.23,14.14,15.23
SILTY,VEGETATIVE,DEFICIT,DROUGHT_HIGH,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,8.31,7.05,6.8,17.08,2.27,6.84
SILTY,LAND_PREPARATION,DEFICIT,NORMAL,SEMI_TECHNICAL,IR64,0,DELAYED_IRRIGATION,8.57,5.42,5.5,10.8,3.6,3.18
LOAM,LAND_PREPARATION,NORMAL,DROUGHT_MODERATE,RAINFED,CIHERANG,0,CONTINUOUS_FLOODING,-1.04,5.92,6.0,-1.31,-0.49,-0.36
SILTY,REPRODUCTIVE,NORMAL,NORMAL,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,9.7,6.54,6.5,15.08,1.06,6.54
LOAM,REPRODUCTIVE,NORMAL,EXCESS_HIGH,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,-1.26,6.28,6.2,-3.3,-0.23,-1.43
CLAY,VEGETATIVE,SURPLUS,DROUGHT_HIGH,RAINFED,CIHERANG,0,PARTIAL_IRRIGATION,16.82,5.85,6.0,22.33,4.93,7.91
SILTY,VEGETATIVE,NORMAL,NORMAL,NONE,INPARI_32,0,AWD_MILD,21.45,6.54,6.5,35.57,7.59,12.74
LOAM,RIPENING,NORMAL,DROUGHT_MODERATE,RAINFED,INPARI_42_AGRITAN_GSR,0,AWD_MILD,22.43,6.26,6.2,36.45,8.13,12.86
SANDY,LAND_PREPARATION,NORMAL,NORMAL,TECHNICAL,IR64,0,CONTINUOUS_FLOODING_MODIFIED,6.96,5.3,5.5,16.46,1.94,6.73
LOAM,REPRODUCTIVE,SURPLUS,EXCESS_HIGH,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,7.88,6.07,6.0,19.13,1.56,8.18
SANDY,REPRODUCTIVE,SURPLUS,EXCESS_HIGH,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,11.13,6.95,6.8,16.53,2.04,6.71
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,SEMI_TECHNICAL,IR64,0,CONTINUOUS_FLOODING_MODIFIED,8.47,5.47,5.5,14.1,1.84,5.67
CLAY,RIPENING,NORMAL,DROUGHT_MODERATE,NONE,IR64,0,PARTIAL_IRRIGATION,17.97,5.28,5.5,22.01,5.0,7.72
SANDY,LAND_PREPARATION,DEFICIT,NORMAL,COMMUNAL_GRAVITY,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,10.79,6.83,6.8,15.43,3.66,5.33
LOAM,REPRODUCTIVE,DEFICIT,DROUGHT_HIGH,RAINFED,IR64,0,CONTINUOUS_FLOODING_MODIFIED,11.08,5.47,5.5,18.52,1.61,7.87
LOAM,LAND_PREPARATION,NORMAL,NORMAL,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.14,6.38,6.5,-0.41,-0.08,-0.15
SANDY,VEGETATIVE,DEFICIT,DROUGHT_HIGH,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,3.21,5.82,6.0,0.99,0.4,0.25
LOAM,REPRODUCTIVE,SURPLUS,NORMAL,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,7.98,6.82,6.8,16.06,1.73,6.65
SILTY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,NONE,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,7.42,5.95,6.0,16.54,2.49,6.47
SANDY,RIPENING,SURPLUS,NORMAL,COMMUNAL_GRAVITY,MEKONGGA,0,PARTIAL_IRRIGATION,20.23,6.53,6.8,19.92,4.83,6.83
SANDY,VEGETATIVE,SURPLUS,DROUGHT_MODERATE,NONE,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.89,6.11,6.2,2.95,-0.73,1.78
SANDY,REPRODUCTIVE,NORMAL,NORMAL,RAINFED,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.29,6.08,6.2,-1.07,-0.37,-0.31
CLAY,VEGETATIVE,DEFICIT,DROUGHT_HIGH,COMMUNAL_GRAVITY,MEKONGGA,0,AWD_MILD,20.74,7.07,6.8,34.57,7.9,12.1
SILTY,LAND_PREPARATION,NORMAL,DROUGHT_HIGH,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,-1.53,6.22,6.2,-0.98,0.28,-0.61
SILTY,LAND_PREPARATION,SURPLUS,EXCESS_HIGH,RAINFED,IR64,0,CONTINUOUS_FLOODING,-2.23,5.56,5.5,-2.94,0.94,-1.88
CLAY,LAND_PREPARATION,SURPLUS,NORMAL,SEMI_TECHNICAL,CIHERANG,0,DELAYED_IRRIGATION,5.78,6.02,6.0,9.68,3.9,2.5
SILTY,REPRODUCTIVE,NORMAL,NORMAL,COMMUNAL_GRAVITY,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,11.63,6.2,6.2,13.64,3.47,4.59
LOAM,VEGETATIVE,DEFICIT,DROUGHT_MODERATE,RAINFED,IR64,0,AWD_MILD,22.8,5.56,5.5,34.95,8.07,12.19
LOAM,REPRODUCTIVE,SURPLUS,NORMAL,RAINFED,IR64,0,CONTINUOUS_FLOODING,-1.16,5.59,5.5,-1.08,-0.42,-0.29
SANDY,RIPENING,SURPLUS,EXCESS_HIGH,NONE,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,8.59,6.22,6.2,15.47,2.41,6.01
LOAM,VEGETATIVE,DEFICIT,DROUGHT_MODERATE,NONE,INPARI_32,0,AWD_STRICT,35.14,6.41,6.5,49.76,14.49,15.77
LOAM,RIPENING,SURPLUS,DROUGHT_HIGH,RAINFED,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,12.53,5.91,6.0,13.82,1.51,5.71
SANDY,RIPENING,SURPLUS,DROUGHT_HIGH,COMMUNAL_GRAVITY,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.84,6.51,6.5,12.72,1.11,5.4
SILTY,VEGETATIVE,SURPLUS,NORMAL,SEMI_TECHNICAL,MEKONGGA,0,AWD_MILD,22.99,7.06,6.8,36.19,7.54,13.05
SANDY,RIPENING,SURPLUS,DROUGHT_MODERATE,RAINFED,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,10.34,6.03,6.0,15.79,2.4,6.17
CLAY,LAND_PREPARATION,SURPLUS,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,7.45,6.13,6.2,14.78,1.78,6.02
LOAM,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,COMMUNAL_GRAVITY,MEKONGGA,0,CONTINUOUS_FLOODING,0.39,6.81,6.8,0.46,0.15,0.14
CLAY,RIPENING,SURPLUS,EXCESS_HIGH,SEMI_TECHNICAL,IR64,0,AWD_MILD,21.55,5.66,5.5,33.3,8.89,10.98
CLAY,REPRODUCTIVE,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,10.6,6.04,6.2,15.18,2.65,5.75
LOAM,VEGETATIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,PARTIAL_IRRIGATION,18.19,5.87,6.2,17.44,5.3,5.41
SILTY,REPRODUCTIVE,NORMAL,NORMAL,SEMI_TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,9.05,6.36,6.2,15.15,1.61,6.28
LOAM,LAND_PREPARATION,SURPLUS,EXCESS_HIGH,COMMUNAL_GRAVITY,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,-1.64,6.32,6.2,-0.33,-0.71,0.22
SILTY,LAND_PREPARATION,SURPLUS,DROUGHT_HIGH,NONE,IR64,0,DELAYED_IRRIGATION,6.91,5.56,5.5,11.99,3.64,3.72
SILTY,LAND_PREPARATION,DEFICIT,DROUGHT_HIGH,SEMI_TECHNICAL,IR64,0,CONTINUOUS_FLOODING_MODIFIED,7.51,5.52,5.5,15.67,2.17,6.23
SILTY,LAND_PREPARATION,NORMAL,EXCESS_HIGH,COMMUNAL_GRAVITY,IR64,0,CONTINUOUS_FLOODING,-0.41,5.45,5.5,0.02,0.46,-0.23
CLAY,VEGETATIVE,SURPLUS,DROUGHT_MODERATE,COMMUNAL_GRAVITY,MEKONGGA,0,CONTINUOUS_FLOODING,0.43,6.92,6.8,-0.86,-0.61,-0.08
SANDY,REPRODUCTIVE,SURPLUS,NORMAL,SEMI_TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,8.26,6.03,6.0,17.44,2.24,7.03
LOAM,VEGETATIVE,SURPLUS,DROUGHT_HIGH,SEMI_TECHNICAL,IR64,0,AWD_MILD,19.26,5.41,5.5,33.13,8.42,11.15
SILTY,VEGETATIVE,SURPLUS,EXCESS_HIGH,NONE,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.74,6.39,6.5,13.1,2.06,5.08
CLAY,LAND_PREPARATION,NORMAL,DROUGHT_MODERATE,NONE,IR64,0,CONTINUOUS_FLOODING_MODIFIED,9.75,5.48,5.5,17.16,2.78,6.61
SILTY,REPRODUCTIVE,SURPLUS,EXCESS_HIGH,COMMUNAL_GRAVITY,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,12.9,6.36,6.5,12.27,2.67,4.37
CLAY,LAND_PREPARATION,SURPLUS,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.54,6.43,6.5,0.99,-0.2,0.57
CLAY,RIPENING,NORMAL,EXCESS_HIGH,NONE,INPARI_42_AGRITAN_GSR,0,AWD_MILD,21.43,6.36,6.2,34.9,8.86,11.75
LOAM,REPRODUCTIVE,DEFICIT,NORMAL,RAINFED,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,8.0,6.23,6.0,14.27,3.05,5.11
LOAM,RIPENING,NORMAL,EXCESS_HIGH,NONE,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,12.28,6.37,6.5,16.4,2.93,6.17
SILTY,RIPENING,DEFICIT,EXCESS_HIGH,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,8.0,6.71,6.8,14.85,0.76,6.59
LOAM,REPRODUCTIVE,DEFICIT,NORMAL,SEMI_TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,11.98,5.89,6.0,13.87,1.69,5.64
SANDY,VEGETATIVE,SURPLUS,DROUGHT_MODERATE,RAINFED,INPARI_42_AGRITAN_GSR,0,PARTIAL_IRRIGATION,20.84,5.89,6.2,17.19,4.51,5.71
